freq_GHz,R_V
2.85,0.010890225833333333
2.8505000000000003,0.010902814000000002
2.851,0.010901796833333333
2.8515,0.010919535666666667
2.852,0.010928659166666667
2.8525,0.010938672000000002
2.853,0.01095021166666667
2.8535,0.010974689333333332
2.854,0.010999167166666667
2.8545000000000003,0.011022022999999999
2.855,0.011054129833333332
2.8555,0.011099080166666666
2.856,0.011150864666666664
2.8565,0.011221691833333334
2.857,0.011322908
2.8575,0.011417353333333335
2.858,0.011543016000000001
2.8585000000000003,0.0116840645
2.859,0.011882396166666665
2.8595,0.012109148833333335
2.86,0.012372043999999999
2.8605,0.012653824
2.861,0.012991646999999999
2.8615,0.013390600666666667
2.862,0.013900339999999999
2.8625000000000003,0.014480237666666666
2.863,0.015089444000000004
2.8635,0.015816807333333335
2.864,0.016734210166666666
2.8645,0.01786682616666667
2.865,0.01921516216666667
2.8655,0.020644116833333333
2.866,0.022003007333333335
2.8665,0.02323445483333333
2.867,0.024327842
2.8675,0.0249778665
2.868,0.025120282
2.8685,0.024730929000000002
2.869,0.023285316666666667
2.8695,0.020604920333333335
2.87,0.01777772166666667
2.8705,0.016366473833333332
2.871,0.017809764333333332
2.8715,0.020870423166666666
2.872,0.023815464999999997
2.8725,0.025691056166666667
2.873,0.026698517666666664
2.8735,0.027075918999999997
2.874,0.026790070000000006
2.8745,0.025912405000000003
2.875,0.024679525166666667
2.8755,0.02310129016666667
2.876,0.02135574833333333
2.8765,0.019709516333333333
2.877,0.018266161666666662
2.8775,0.017058015333333332
2.878,0.01610621616666667
2.8785,0.015318612
2.879,0.014639309999999999
2.8795,0.0140507335
2.88,0.013602856666666665
2.8805,0.013241255333333334
2.881,0.012895866333333332
2.8815,0.012568915166666668
2.882,0.012277344666666664
2.8825,0.012023064333333331
2.883,0.011802764333333332
2.8835,0.011640926166666668
2.884,0.011498065333333331
2.8845,0.011389537833333333
2.885,0.011296745500000002
2.8855,0.011224329333333333
2.886,0.011174229666666667
2.8865,0.011127404333333334
2.887,0.011086809833333334
2.8875,0.011048090666666666
2.888,0.010997482833333332
2.8885,0.010963722000000002
2.889,0.01093835416666667
2.8895,0.010925224666666669
2.89,0.010921761833333333
2.8905,0.01091521183333333
2.891,0.010903958166666668
2.8914999999999997,0.010892260333333332
2.892,0.010868608
2.8925,0.0108699755
2.893,0.010857069166666667
2.8935,0.010845689166666669
2.894,0.010844353999999997
2.8945,0.010837805000000002
2.895,0.010830494333333331
2.8954999999999997,0.010818413666666669
2.896,0.010811388166666663
2.8965,0.010806079666666666
2.897,0.010811293333333334
2.8975,0.01080957666666667
2.898,0.010806492500000002
2.8985,0.010800738499999999
2.899,0.010805889166666666
2.8994999999999997,0.010808717500000002
2.9,0.010804935500000001
