Data from USB4H098751__0__16-08-57-311.txt Node

Date: Wed Mar 11 16:08:57 CET 2026
User: Pali
Spectrometer: USB4H09875
Trigger mode: 4
Integration Time (sec): 1,000000E-3
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
194,205	14,68
194,472	14,68
194,739	14,68
195,006	22,87
195,273	-48,81
195,539	-59,05
195,806	76,12
196,073	-13,99
196,34	35,16
196,607	16,73
196,873	-34,47
197,14	-32,43
197,407	-52,91
197,673	29,01
197,94	12,63
198,207	29,01
198,474	-5,8
198,74	-22,19
199,007	-38,57
199,273	18,77
199,54	-22,19
199,807	65,88
200,073	-3,75
200,34	-40,62
200,606	-1,71
200,873	-16,04
201,14	18,77
201,406	61,78
201,673	2,39
201,939	-26,28
202,206	-20,14
202,472	-9,9
202,738	-24,23
203,005	61,78
203,271	59,73
203,538	18,77
203,804	-26,28
204,071	-69,29
204,337	0,34
204,603	29,01
204,87	14,68
205,136	-36,52
205,402	10,58
205,669	29,01
205,935	35,16
206,201	-26,28
206,468	12,63
206,734	-22,19
207	-28,33
207,266	-1,71
207,533	-65,19
207,799	53,59
208,065	-77,48
208,331	-46,76
208,598	2,39
208,864	-11,95
209,13	10,58
209,396	-11,95
209,662	22,87
209,928	-42,67
210,194	67,92
210,461	12,63
210,727	-32,43
210,993	-36,52
211,259	-1,71
211,525	2,39
211,791	43,35
212,057	-20,14
212,323	88,4
212,589	6,49
212,855	-40,62
213,121	2,39
213,387	35,16
213,653	10,58
213,919	-46,76
214,185	29,01
214,45	35,16
214,716	2,39
214,982	-30,38
215,248	6,49
215,514	0,34
215,78	10,58
216,046	20,82
216,311	-24,23
216,577	59,73
216,843	-7,85
217,109	-40,62
217,375	26,96
217,64	-52,91
217,906	-3,75
218,172	18,77
218,438	26,96
218,703	-20,14
218,969	-22,19
219,235	-16,04
219,5	-24,23
219,766	-24,23
220,032	-3,75
220,297	4,44
220,563	-40,62
220,828	-69,29
221,094	-11,95
221,36	-36,52
221,625	-22,19
221,891	2,39
222,156	-3,75
222,422	-11,95
222,687	-1,71
222,953	-9,9
223,218	-57
223,484	6,49
223,749	33,11
224,015	-54,95
224,28	-61,1
224,545	-22,19
224,811	39,25
225,076	-7,85
225,342	6,49
225,607	20,82
225,872	-40,62
226,138	-34,47
226,403	-26,28
226,668	-32,43
226,934	45,4
227,199	39,25
227,464	-30,38
227,73	14,68
227,995	4,44
228,26	35,16
228,525	-11,95
228,79	92,5
229,056	-73,39
229,321	-40,62
229,586	-48,81
229,851	10,58
230,116	39,25
230,381	47,44
230,647	14,68
230,912	31,06
231,177	-3,75
231,442	-44,71
231,707	-32,43
231,972	-71,34
232,237	-26,28
232,502	22,87
232,767	-5,8
233,032	-26,28
233,297	-18,09
233,562	10,58
233,827	-3,75
234,092	-1,71
234,357	-13,99
234,622	0,34
234,887	-20,14
235,152	-34,47
235,417	-11,95
235,681	-16,04
235,946	-11,95
236,211	35,16
236,476	65,88
236,741	51,54
237,006	49,49
237,27	-50,86
237,535	57,68
237,8	-36,52
238,065	4,44
238,33	4,44
238,594	47,44
238,859	57,68
239,124	-16,04
239,388	31,06
239,653	-54,95
239,918	-26,28
240,182	35,16
240,447	-5,8
240,712	2,39
240,976	16,73
241,241	29,01
241,505	2,39
241,77	43,35
242,035	-16,04
242,299	10,58
242,564	-13,99
242,828	43,35
243,093	10,58
243,357	43,35
243,622	0,34
243,886	16,73
244,151	31,06
244,415	-36,52
244,68	-13,99
244,944	10,58
245,208	-20,14
245,473	33,11
245,737	39,25
246,002	-30,38
246,266	-30,38
246,53	94,55
246,795	37,2
247,059	-85,67
247,323	-34,47
247,587	14,68
247,852	26,96
248,116	-44,71
248,38	12,63
248,644	18,77
248,909	2,39
249,173	-22,19
249,437	-1,71
249,701	-11,95
249,965	-9,9
250,23	18,77
250,494	-5,8
250,758	-61,1
251,022	16,73
251,286	-26,28
251,55	-65,19
251,814	37,2
252,078	69,97
252,342	-32,43
252,606	22,87
252,87	-18,09
253,134	-50,86
253,398	-32,43
253,662	-13,99
253,926	-9,9
254,19	-36,52
254,454	20,82
254,718	26,96
254,982	20,82
255,246	26,96
255,51	8,53
255,774	22,87
256,038	-11,95
256,302	18,77
256,565	-22,19
256,829	51,54
257,093	47,44
257,357	29,01
257,621	-32,43
257,884	-16,04
258,148	4,44
258,412	-16,04
258,676	18,77
258,939	-52,91
259,203	39,25
259,467	10,58
259,731	-22,19
259,994	-34,47
260,258	0,34
260,521	-1,71
260,785	49,49
261,049	-13,99
261,312	-7,85
261,576	33,11
261,84	-16,04
262,103	4,44
262,367	-46,76
262,63	-11,95
262,894	22,87
263,157	-11,95
263,421	4,44
263,684	-79,53
263,948	-22,19
264,211	18,77
264,475	-40,62
264,738	31,06
265,001	-22,19
265,265	-32,43
265,528	-24,23
265,792	37,2
266,055	12,63
266,318	-20,14
266,582	12,63
266,845	24,92
267,108	53,59
267,372	-24,23
267,635	-50,86
267,898	-22,19
268,161	39,25
268,425	43,35
268,688	0,34
268,951	24,92
269,214	41,3
269,477	12,63
269,741	4,44
270,004	-40,62
270,267	-26,28
270,53	26,96
270,793	-1,71
271,056	-28,33
271,319	-11,95
271,582	-16,04
271,846	-32,43
272,109	-9,9
272,372	-18,09
272,635	-9,9
272,898	4,44
273,161	10,58
273,424	6,49
273,687	-26,28
273,95	-40,62
274,213	26,96
274,475	12,63
274,738	22,87
275,001	41,3
275,264	47,44
275,527	-7,85
275,79	-46,76
276,053	-9,9
276,316	-20,14
276,578	-1,71
276,841	18,77
277,104	-24,23
277,367	-9,9
277,63	-20,14
277,892	31,06
278,155	39,25
278,418	10,58
278,681	-1,71
278,943	10,58
279,206	-7,85
279,469	59,73
279,731	18,77
279,994	57,68
280,257	-18,09
280,519	-3,75
280,782	-59,05
281,044	-22,19
281,307	-24,23
281,57	20,82
281,832	-9,9
282,095	18,77
282,357	20,82
282,62	39,25
282,882	4,44
283,145	6,49
283,407	29,01
283,67	-9,9
283,932	22,87
284,195	-9,9
284,457	16,73
284,719	26,96
284,982	6,49
285,244	-50,86
285,507	-7,85
285,769	10,58
286,031	-48,81
286,294	22,87
286,556	47,44
286,818	88,4
287,08	31,06
287,343	10,58
287,605	35,16
287,867	-38,57
288,129	29,01
288,392	-7,85
288,654	-9,9
288,916	33,11
289,178	4,44
289,44	-30,38
289,703	-5,8
289,965	76,12
290,227	65,88
290,489	20,82
290,751	2,39
291,013	39,25
291,275	24,92
291,537	-16,04
291,799	33,11
292,061	-26,28
292,323	-24,23
292,585	22,87
292,847	-54,95
293,109	10,58
293,371	-50,86
293,633	26,96
293,895	2,39
294,157	26,96
294,419	-26,28
294,681	51,54
294,943	-3,75
295,205	43,35
295,466	-16,04
295,728	-3,75
295,99	26,96
296,252	-32,43
296,514	-5,8
296,776	45,4
297,037	-34,47
297,299	37,2
297,561	2,39
297,823	24,92
298,084	67,92
298,346	61,78
298,608	14,68
298,869	-38,57
299,131	-32,43
299,393	6,49
299,654	-26,28
299,916	12,63
300,177	-1,71
300,439	47,44
300,701	31,06
300,962	43,35
301,224	-22,19
301,485	20,82
301,747	-5,8
302,008	10,58
302,27	0,34
302,531	-20,14
302,793	2,39
303,054	-34,47
303,316	-22,19
303,577	43,35
303,838	-7,85
304,1	-46,76
304,361	-3,75
304,623	-46,76
304,884	55,64
305,145	-22,19
305,407	-24,23
305,668	-83,63
305,929	22,87
306,191	-28,33
306,452	-5,8
306,713	-9,9
306,974	22,87
307,236	-28,33
307,497	-22,19
307,758	8,53
308,019	-3,75
308,28	-30,38
308,542	0,34
308,803	-38,57
309,064	57,68
309,325	-11,95
309,586	-32,43
309,847	-3,75
310,108	-69,29
310,369	10,58
310,63	39,25
310,891	-3,75
311,152	-42,67
311,413	22,87
311,674	33,11
311,935	-32,43
312,196	26,96
312,457	20,82
